Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
North,Sandy,Barley,594.6977712,32.49514508,FALSE,TRUE,Rainy,112,6.141078401
East,Silt,Soybean,862.6383302,36.19678418,FALSE,TRUE,Rainy,61,6.843803741
North,Peaty,Rice,587.3118321,21.38266486,TRUE,TRUE,Cloudy,63,5.241346011
West,Loam,Barley,275.2125333,15.94371668,TRUE,TRUE,Rainy,63,4.606906247
West,Sandy,Wheat,190.7262075,34.07100803,FALSE,TRUE,Cloudy,124,1.399760839
West,Sandy,Barley,528.4636863,23.25048326,FALSE,TRUE,Cloudy,75,3.8572185
West,Loam,Barley,120.3564613,35.24730236,TRUE,TRUE,Cloudy,83,3.544581031
South,Chalky,Maize,607.6663152,24.96950276,TRUE,FALSE,Cloudy,81,5.992750272
East,Silt,Wheat,184.5100303,37.54210011,TRUE,FALSE,Rainy,100,3.553827949
South,Sandy,Rice,571.9644565,28.86485817,FALSE,TRUE,Cloudy,85,4.205168611
East,Chalky,Cotton,591.2882936,25.97477968,TRUE,TRUE,Sunny,125,6.113428019
East,Loam,Maize,875.1652473,16.2621113,TRUE,FALSE,Rainy,62,6.573038768
North,Silt,Maize,223.0117115,33.22454934,TRUE,TRUE,Sunny,121,4.253568194
West,Clay,Barley,744.5009789,35.70543731,FALSE,FALSE,Cloudy,141,4.800050696
East,Clay,Maize,445.5820524,18.73033777,TRUE,FALSE,Cloudy,100,3.82209504
West,Silt,Barley,411.3545518,22.93957722,TRUE,FALSE,Cloudy,61,4.959595785
West,Loam,Rice,881.489781,24.66709112,TRUE,TRUE,Cloudy,130,8.406495351
West,Loam,Maize,212.735139,17.88817069,TRUE,FALSE,Rainy,121,2.998187157
South,Loam,Rice,736.4335514,35.17185842,TRUE,TRUE,Cloudy,64,6.457682787
West,Chalky,Cotton,570.6697854,21.79947978,TRUE,FALSE,Cloudy,127,4.416744711
East,Peaty,Cotton,870.4136951,27.9879982,TRUE,TRUE,Sunny,130,8.291904368
South,Peaty,Maize,865.6034334,28.53838693,FALSE,FALSE,Cloudy,120,5.407033303
West,Peaty,Maize,719.965533,30.422147,FALSE,FALSE,Rainy,65,3.142267553
North,Silt,Rice,947.3432004,30.8551188,TRUE,TRUE,Rainy,123,7.212217189
West,Sandy,Wheat,363.9568768,20.07457797,FALSE,TRUE,Rainy,108,4.032384455
West,Chalky,Cotton,762.7213829,21.67734701,FALSE,TRUE,Cloudy,98,5.284855014
South,Sandy,Wheat,623.7327162,17.37646609,TRUE,TRUE,Sunny,136,6.430122436
East,Chalky,Maize,888.0762757,23.87591029,TRUE,FALSE,Cloudy,63,6.369968065
West,Sandy,Rice,752.23917,35.95588393,FALSE,TRUE,Sunny,76,6.243214329
South,Loam,Rice,983.2719139,20.3424185,TRUE,FALSE,Cloudy,67,7.485025827
South,Sandy,Soybean,850.087154,22.37614542,FALSE,TRUE,Rainy,68,5.133781472
East,Sandy,Wheat,872.7419726,32.2736991,TRUE,TRUE,Rainy,145,7.74071338
South,Clay,Barley,349.4899691,34.76161616,TRUE,FALSE,Sunny,109,3.792695649
East,Silt,Barley,773.1080337,37.74230675,TRUE,FALSE,Rainy,75,6.800829178
North,Loam,Maize,616.9785834,18.07454853,FALSE,TRUE,Rainy,125,5.342752763
West,Silt,Cotton,792.2655996,18.41721459,TRUE,TRUE,Rainy,89,7.452706872
South,Peaty,Maize,854.2083317,19.32314915,TRUE,FALSE,Sunny,72,6.625034561
North,Chalky,Soybean,534.1637373,30.80943201,TRUE,TRUE,Rainy,147,5.805110345
South,Sandy,Cotton,434.3617149,20.73244257,FALSE,TRUE,Rainy,108,3.220993702
South,Clay,Cotton,520.7013112,23.73419822,TRUE,FALSE,Sunny,61,4.854208931
North,Clay,Soybean,252.2987495,37.94614905,FALSE,FALSE,Rainy,112,1.882130522
South,Silt,Soybean,636.3527195,15.65693466,TRUE,FALSE,Cloudy,125,4.821856242
South,Clay,Barley,697.0342257,19.39365801,FALSE,TRUE,Rainy,135,3.578856433
North,Peaty,Maize,998.4568496,39.28468703,TRUE,TRUE,Cloudy,132,7.850930546
South,Peaty,Barley,688.8246248,38.70016908,TRUE,FALSE,Sunny,127,5.497173622
East,Peaty,Barley,858.7069804,21.74495456,FALSE,FALSE,Rainy,96,4.887083421
South,Silt,Maize,141.7205735,35.96592052,TRUE,TRUE,Rainy,63,4.738847195
West,Chalky,Rice,852.0162865,16.31865088,TRUE,TRUE,Cloudy,128,7.876301152
South,Chalky,Rice,166.1613337,22.75773711,TRUE,FALSE,Sunny,147,3.362108488
West,Silt,Maize,365.1294872,24.93921991,TRUE,FALSE,Cloudy,113,3.242826903
West,Loam,Soybean,380.0814706,23.07583778,FALSE,FALSE,Cloudy,109,2.485080608
South,Clay,Rice,609.2420618,36.91835708,FALSE,FALSE,Sunny,80,4.21012799
North,Clay,Barley,995.7610381,18.64569209,FALSE,FALSE,Sunny,138,4.671875599
East,Sandy,Soybean,526.7738337,28.52481203,TRUE,FALSE,Sunny,111,4.924246568
East,Clay,Barley,313.1623791,32.59969778,TRUE,FALSE,Cloudy,89,4.343272639
South,Silt,Soybean,473.7763627,34.18999041,FALSE,TRUE,Sunny,83,4.489872523
North,Sandy,Wheat,813.7182691,25.90210047,TRUE,TRUE,Rainy,127,7.287275571
North,Loam,Soybean,964.4218412,33.54654116,FALSE,FALSE,Rainy,79,5.64738371
East,Sandy,Cotton,471.5163981,27.66359968,FALSE,FALSE,Rainy,70,3.53543644
North,Sandy,Wheat,494.5082872,31.67639508,FALSE,TRUE,Cloudy,64,4.683405049
South,Peaty,Wheat,947.0790312,22.89528489,TRUE,TRUE,Cloudy,74,8.562688512
South,Peaty,Rice,186.7208525,23.31146024,TRUE,FALSE,Cloudy,89,2.462038292
North,Chalky,Maize,260.4704541,17.5593624,FALSE,TRUE,Cloudy,92,2.83485996
South,Silt,Cotton,529.5726712,20.54802171,TRUE,TRUE,Rainy,143,6.665754936
West,Clay,Wheat,369.1799471,15.07756218,FALSE,TRUE,Cloudy,127,3.798806618
East,Sandy,Barley,435.6376682,28.46719581,FALSE,FALSE,Rainy,126,3.0177452
South,Clay,Soybean,739.2562011,20.92822425,FALSE,FALSE,Sunny,92,4.432316595
North,Sandy,Barley,276.9930849,19.99522424,TRUE,TRUE,Rainy,85,3.733480313
East,Peaty,Rice,239.1873806,36.01572511,TRUE,FALSE,Sunny,139,3.2039679
South,Silt,Wheat,174.204915,27.05972872,FALSE,TRUE,Rainy,137,2.544828445
East,Silt,Wheat,648.0632118,29.67234187,TRUE,FALSE,Rainy,70,5.962113284
North,Loam,Soybean,124.569537,36.67488342,TRUE,FALSE,Sunny,67,1.758408669
West,Peaty,Cotton,844.4418748,35.66571829,FALSE,FALSE,Sunny,76,5.505806023
West,Silt,Soybean,128.9348295,39.63030524,FALSE,TRUE,Cloudy,105,2.577233281
South,Chalky,Barley,511.5825218,25.08426685,FALSE,FALSE,Rainy,109,3.517115212
West,Peaty,Wheat,842.6808035,26.44779721,TRUE,TRUE,Rainy,82,7.901765187
South,Loam,Maize,624.6175414,31.72761652,TRUE,TRUE,Sunny,144,6.946120749
East,Silt,Maize,212.3667244,32.38442375,TRUE,FALSE,Rainy,78,2.543988845
South,Clay,Soybean,505.9160871,25.96599307,FALSE,FALSE,Cloudy,92,2.588631069
South,Clay,Soybean,444.5445427,32.66801662,FALSE,FALSE,Sunny,118,2.17840165
South,Sandy,Wheat,154.9227963,20.30677341,TRUE,TRUE,Rainy,100,4.080012126
West,Sandy,Soybean,736.0385274,37.13865076,TRUE,FALSE,Cloudy,77,5.626623938
South,Silt,Barley,507.1453736,21.01142343,TRUE,TRUE,Sunny,104,5.25463409
North,Peaty,Maize,550.8813749,20.55027155,FALSE,FALSE,Sunny,138,2.628769034
South,Clay,Rice,982.119297,27.46421098,TRUE,TRUE,Rainy,140,7.998831092
East,Loam,Wheat,959.3456594,23.95925512,TRUE,TRUE,Cloudy,76,8.277651666
North,Silt,Soybean,969.9718626,34.45384531,FALSE,FALSE,Cloudy,133,5.257215528
East,Sandy,Rice,442.3323329,29.27712875,TRUE,FALSE,Sunny,119,3.789806368
East,Clay,Wheat,889.6300341,34.92634381,TRUE,FALSE,Cloudy,64,7.221901191
East,Silt,Cotton,246.4711861,31.0587766,FALSE,TRUE,Sunny,111,3.207313365
North,Loam,Wheat,938.5493377,28.52380677,FALSE,TRUE,Cloudy,89,6.358964693
North,Chalky,Cotton,618.2576329,37.39545162,TRUE,FALSE,Cloudy,85,5.682719778
West,Peaty,Barley,606.9611101,15.95582341,FALSE,TRUE,Sunny,122,4.818361493
North,Clay,Barley,681.2841064,15.14413967,FALSE,TRUE,Sunny,93,4.65432039
South,Sandy,Rice,316.8277105,18.13163404,TRUE,TRUE,Cloudy,82,4.717693647
East,Clay,Cotton,111.2840816,15.95362228,FALSE,TRUE,Sunny,131,1.865586397
West,Clay,Maize,690.7672081,25.72603513,FALSE,FALSE,Cloudy,88,3.272845481
North,Peaty,Wheat,858.5584433,20.0303213,FALSE,TRUE,Cloudy,127,5.280308647
East,Sandy,Maize,121.8360015,26.94350326,FALSE,TRUE,Cloudy,116,2.105232814
North,Chalky,Wheat,719.5027263,28.82643213,TRUE,TRUE,Rainy,117,7.270644123
West,Clay,Maize,421.8691688,38.15744568,FALSE,TRUE,Rainy,81,4.289909131
North,Clay,Rice,499.189851,21.54112984,FALSE,FALSE,Sunny,124,2.798355232
North,Peaty,Maize,681.6180435,25.31703438,TRUE,TRUE,Cloudy,125,6.855075566
East,Sandy,Rice,583.770979,15.36925837,FALSE,TRUE,Rainy,73,4.910862538
South,Chalky,Rice,289.2627423,32.51005565,FALSE,TRUE,Cloudy,107,2.793843402
North,Clay,Rice,338.5172953,25.95923771,FALSE,TRUE,Rainy,66,3.002239136
West,Silt,Barley,346.1832796,32.92775122,TRUE,FALSE,Sunny,113,4.451488596
North,Chalky,Soybean,124.6569908,38.67549184,FALSE,FALSE,Rainy,119,0.921542754
North,Sandy,Wheat,323.3692066,33.79212309,FALSE,TRUE,Sunny,116,3.684011596
South,Sandy,Cotton,808.7436329,32.75913424,TRUE,TRUE,Cloudy,74,7.542301205
East,Peaty,Cotton,118.4562899,32.36152587,FALSE,FALSE,Rainy,145,2.256037527
West,Chalky,Rice,196.952002,27.46722356,TRUE,FALSE,Rainy,112,2.464822303
East,Clay,Cotton,196.1826383,29.85819178,TRUE,TRUE,Sunny,93,4.249157314
East,Peaty,Cotton,249.6745755,18.76519728,FALSE,FALSE,Cloudy,117,1.089815386
East,Clay,Cotton,422.4193498,23.77912555,TRUE,TRUE,Rainy,73,5.089221644
North,Peaty,Maize,545.4080856,36.86944422,TRUE,TRUE,Rainy,76,6.533557095
South,Clay,Rice,545.6508898,28.92662408,TRUE,TRUE,Cloudy,112,6.177027473
North,Peaty,Cotton,866.9436208,36.78343202,FALSE,TRUE,Cloudy,100,7.295488767
West,Sandy,Cotton,149.8967678,23.33845213,FALSE,FALSE,Sunny,68,0.994447194
South,Sandy,Rice,522.4893264,31.53239502,FALSE,FALSE,Sunny,134,3.289478788
East,Clay,Rice,297.0572731,36.86168879,FALSE,FALSE,Rainy,104,2.459072048
South,Peaty,Soybean,898.6166559,17.31660987,FALSE,FALSE,Rainy,64,4.167927528
West,Loam,Maize,829.6119413,35.81049948,FALSE,TRUE,Sunny,99,6.182161633
North,Clay,Maize,610.3156266,27.9456561,FALSE,FALSE,Sunny,77,3.990670061
North,Silt,Soybean,249.9460684,28.66544934,FALSE,TRUE,Rainy,142,3.222804951
East,Silt,Barley,291.565583,34.33009662,FALSE,TRUE,Rainy,94,3.575839506
North,Chalky,Rice,453.9849409,28.46954746,TRUE,TRUE,Rainy,97,6.134144369
North,Loam,Cotton,443.3441319,18.93429296,TRUE,TRUE,Rainy,91,5.020567968
West,Silt,Maize,534.5717209,26.97073522,FALSE,FALSE,Sunny,95,2.91722887
South,Chalky,Cotton,285.6462534,27.54571337,TRUE,TRUE,Sunny,69,4.60880458
North,Clay,Maize,266.4636555,27.96285229,FALSE,TRUE,Cloudy,145,3.575122477
West,Peaty,Barley,709.660073,26.24893684,TRUE,TRUE,Sunny,149,7.052956006
West,Chalky,Maize,848.3753376,20.22743543,FALSE,FALSE,Rainy,83,4.16518931
East,Silt,Maize,512.0538093,21.76181658,TRUE,TRUE,Cloudy,146,4.611103602
West,Clay,Rice,852.6942829,15.53956739,FALSE,TRUE,Sunny,112,5.809642461
East,Peaty,Wheat,798.1275203,23.25688734,FALSE,FALSE,Rainy,131,3.963326693
North,Loam,Wheat,704.3894228,21.50396177,FALSE,FALSE,Rainy,108,4.349528554
East,Silt,Barley,695.9781145,31.09964837,FALSE,TRUE,Rainy,87,5.734833192
West,Sandy,Rice,579.587336,23.64170136,TRUE,FALSE,Sunny,110,4.945982923
South,Loam,Barley,420.4811392,26.09792399,FALSE,TRUE,Sunny,125,4.367583088
South,Peaty,Maize,737.2650861,21.37175557,TRUE,FALSE,Rainy,103,5.616156253
North,Silt,Maize,898.2461982,27.00403096,TRUE,FALSE,Cloudy,112,5.977472535
North,Sandy,Rice,441.7645688,31.08550151,TRUE,TRUE,Sunny,121,5.711765475
South,Sandy,Cotton,279.0010801,18.42509527,FALSE,TRUE,Cloudy,116,2.121722786
East,Chalky,Barley,370.5014496,37.97769204,TRUE,FALSE,Cloudy,135,4.532288568
North,Sandy,Barley,810.2854801,28.13278221,TRUE,FALSE,Rainy,136,6.340515979
West,Clay,Wheat,791.0186298,39.0589677,TRUE,FALSE,Cloudy,79,6.227183176
North,Clay,Soybean,615.6856354,30.20630316,FALSE,TRUE,Sunny,104,4.073756803
East,Chalky,Maize,439.2959977,30.69260974,TRUE,FALSE,Cloudy,95,4.27495925
North,Sandy,Cotton,717.2383944,37.73595132,TRUE,TRUE,Rainy,89,6.472957175
West,Loam,Barley,714.0035364,25.85772348,FALSE,FALSE,Cloudy,81,4.315325061
West,Peaty,Maize,413.7770087,15.68893455,TRUE,FALSE,Rainy,65,3.779181592
West,Loam,Maize,415.2954634,16.37114705,FALSE,TRUE,Cloudy,145,3.244750527
East,Loam,Barley,301.1721244,38.49145431,FALSE,TRUE,Sunny,97,3.908943233
East,Silt,Rice,264.1616468,38.63726906,TRUE,FALSE,Sunny,149,3.387636788
West,Peaty,Barley,745.1951648,31.45632968,TRUE,FALSE,Rainy,82,5.850970951
West,Sandy,Maize,452.8393728,38.13873628,TRUE,FALSE,Cloudy,114,3.63176172
East,Chalky,Maize,289.8831603,20.90688105,FALSE,FALSE,Cloudy,72,2.169617581
East,Sandy,Wheat,484.0843547,25.67999878,TRUE,TRUE,Rainy,92,6.17723754
East,Clay,Barley,901.5622324,32.15814251,FALSE,FALSE,Sunny,104,4.634719805
South,Chalky,Cotton,417.3591832,20.80350134,TRUE,TRUE,Sunny,80,4.677425738
East,Silt,Cotton,370.3214923,32.56137886,FALSE,FALSE,Rainy,98,2.566298815
West,Silt,Wheat,825.1267086,30.64887336,TRUE,FALSE,Rainy,97,5.659364916
South,Chalky,Cotton,446.8297083,19.29685438,FALSE,TRUE,Sunny,71,4.023885961
East,Loam,Soybean,871.3016993,24.01188254,FALSE,TRUE,Cloudy,90,6.219229745
West,Peaty,Maize,257.0454298,18.82342049,TRUE,TRUE,Sunny,97,4.387232475
North,Chalky,Rice,497.9432409,39.2974531,TRUE,FALSE,Sunny,141,4.742148963
South,Sandy,Cotton,650.5471789,23.41744679,FALSE,TRUE,Cloudy,97,5.463769295
West,Silt,Barley,288.054441,35.59394137,FALSE,FALSE,Cloudy,91,1.320452785
North,Silt,Wheat,478.3974713,38.92535824,FALSE,TRUE,Cloudy,113,3.14209804
West,Loam,Wheat,367.1586628,36.87833738,FALSE,FALSE,Cloudy,106,2.027942034
East,Loam,Soybean,855.6828216,25.70394329,FALSE,FALSE,Sunny,140,4.31271674
East,Peaty,Maize,719.4982877,17.22653222,TRUE,FALSE,Cloudy,140,6.741326339
North,Peaty,Cotton,579.5830607,30.94953263,TRUE,TRUE,Sunny,113,6.523446948
East,Peaty,Maize,761.8397425,19.46689602,FALSE,FALSE,Cloudy,127,4.446246869
West,Clay,Wheat,196.8318999,15.1243139,TRUE,FALSE,Sunny,125,2.398943713
North,Peaty,Cotton,718.8054725,20.80145955,FALSE,FALSE,Rainy,91,3.716082972
West,Clay,Maize,549.1548601,20.73353038,FALSE,TRUE,Sunny,130,4.835265194
West,Clay,Wheat,505.9579044,33.59632295,TRUE,FALSE,Cloudy,105,3.818802753
West,Peaty,Cotton,689.281634,27.68780419,FALSE,TRUE,Sunny,87,6.086850833
East,Clay,Barley,823.2582586,37.87413908,TRUE,FALSE,Sunny,106,6.298242285
East,Chalky,Barley,711.9301495,29.2703207,FALSE,TRUE,Rainy,79,4.700175405
West,Silt,Barley,117.9970354,23.39370411,TRUE,TRUE,Rainy,99,3.911217463
South,Sandy,Cotton,983.8284058,39.70096423,FALSE,TRUE,Sunny,74,7.46862385
West,Peaty,Wheat,865.5176392,35.0549401,FALSE,TRUE,Rainy,145,6.554864524
West,Silt,Cotton,632.3797159,33.34131491,TRUE,TRUE,Rainy,132,6.453576475
North,Peaty,Rice,819.92108,22.79496406,TRUE,FALSE,Rainy,93,5.837239372
West,Chalky,Maize,344.0225131,38.38068369,FALSE,FALSE,Rainy,61,1.962446065
East,Loam,Maize,464.4220242,36.65102264,TRUE,TRUE,Sunny,145,5.239647622
North,Clay,Maize,679.9827447,26.66697982,FALSE,TRUE,Cloudy,132,5.194344503
South,Chalky,Barley,667.6355812,29.16413787,TRUE,TRUE,Cloudy,136,6.628473588
North,Clay,Cotton,224.3672215,16.76971477,FALSE,TRUE,Sunny,74,2.794249306
South,Loam,Maize,660.690308,20.59396757,TRUE,FALSE,Sunny,139,4.314034098
North,Clay,Soybean,956.3244311,21.60904304,TRUE,TRUE,Cloudy,75,7.738262213
North,Clay,Wheat,138.1193482,23.06209629,TRUE,FALSE,Cloudy,99,3.693531238
South,Peaty,Rice,286.9290781,20.95664361,TRUE,FALSE,Sunny,81,2.855192243
East,Loam,Soybean,114.3926996,15.64697913,FALSE,FALSE,Cloudy,126,1.031235743
East,Chalky,Cotton,515.2367625,35.6802625,TRUE,FALSE,Rainy,148,4.549670673
East,Peaty,Cotton,206.3676518,29.31921453,TRUE,TRUE,Rainy,92,4.282684393
North,Silt,Cotton,843.8420408,25.35432297,TRUE,TRUE,Cloudy,66,7.182625233
West,Chalky,Rice,174.0263044,38.01637416,FALSE,TRUE,Cloudy,62,2.523755918
North,Clay,Wheat,747.8792171,37.14990534,FALSE,FALSE,Cloudy,69,5.16697695
West,Sandy,Maize,752.11952,35.41061,FALSE,TRUE,Sunny,133,6.098369906
West,Peaty,Barley,375.4785344,16.29780291,TRUE,TRUE,Cloudy,72,3.57068944
East,Loam,Rice,483.672086,33.34800161,FALSE,TRUE,Sunny,91,4.612795287
West,Silt,Soybean,576.7091625,15.0320212,FALSE,FALSE,Sunny,94,3.078181964
North,Clay,Soybean,127.0067131,33.76394176,TRUE,FALSE,Rainy,137,2.915830583
North,Chalky,Cotton,363.3348772,16.66480019,TRUE,FALSE,Sunny,146,3.899285806
East,Chalky,Soybean,342.8638285,16.00123726,FALSE,TRUE,Rainy,62,2.880461457
South,Peaty,Wheat,313.2089041,22.00004119,TRUE,FALSE,Cloudy,134,3.032081152
North,Loam,Maize,384.3572098,24.10245596,FALSE,FALSE,Cloudy,63,3.0763545
West,Clay,Maize,202.5210735,27.82697499,FALSE,TRUE,Cloudy,72,2.637379874
North,Peaty,Wheat,426.2339039,17.32592329,FALSE,TRUE,Sunny,64,3.806279232
North,Clay,Soybean,668.8924113,35.38256549,FALSE,TRUE,Cloudy,75,4.615898026
North,Peaty,Wheat,195.6222964,32.94599057,FALSE,FALSE,Rainy,65,1.410300642
South,Chalky,Barley,546.432646,25.44358602,FALSE,FALSE,Rainy,117,3.131407644
West,Chalky,Soybean,962.768113,15.51470828,TRUE,FALSE,Sunny,111,6.75301263
East,Loam,Wheat,463.8903165,32.1796985,TRUE,TRUE,Cloudy,110,5.597816949
North,Clay,Soybean,412.3501474,37.84040939,TRUE,TRUE,Sunny,62,4.953126422
West,Loam,Maize,161.7003168,17.82802593,TRUE,TRUE,Sunny,60,3.591063194
West,Sandy,Soybean,693.9114391,26.99833083,TRUE,FALSE,Cloudy,134,5.352143181
East,Silt,Rice,489.1154885,35.82291217,TRUE,TRUE,Cloudy,116,6.987736576
North,Loam,Wheat,232.7701011,17.30647685,TRUE,FALSE,Sunny,134,2.984451804
South,Peaty,Maize,217.5595503,27.15097411,FALSE,FALSE,Cloudy,65,0.769768617
West,Peaty,Cotton,760.417119,37.80401044,FALSE,FALSE,Cloudy,114,5.304238797
East,Peaty,Rice,278.4901862,17.94043689,FALSE,FALSE,Sunny,69,2.078671808
South,Silt,Soybean,637.626836,29.47843461,TRUE,TRUE,Rainy,84,5.764646965
West,Peaty,Wheat,716.7855531,37.09929645,FALSE,TRUE,Sunny,89,5.57456309
North,Peaty,Rice,792.8935335,38.66674776,TRUE,TRUE,Sunny,102,7.916487267
West,Silt,Wheat,146.7624364,28.982171,FALSE,FALSE,Cloudy,139,1.827444326
South,Silt,Rice,178.520351,23.47288577,FALSE,TRUE,Sunny,72,3.164540415
South,Peaty,Maize,199.1523546,35.44374436,FALSE,TRUE,Sunny,149,2.726657609
North,Peaty,Barley,881.9604514,30.52714878,FALSE,FALSE,Rainy,89,4.711606842
North,Clay,Barley,730.3763245,27.18965434,TRUE,TRUE,Cloudy,126,7.430772614
East,Sandy,Cotton,360.2858956,36.35840088,FALSE,FALSE,Sunny,62,2.59118089
North,Silt,Barley,938.4381742,27.76259234,FALSE,TRUE,Cloudy,125,6.572292199
East,Sandy,Cotton,259.0103085,37.45308649,TRUE,FALSE,Cloudy,112,4.118259604
South,Peaty,Maize,430.3188179,20.58419725,TRUE,FALSE,Cloudy,136,4.273959402
South,Chalky,Wheat,296.203488,23.21044437,FALSE,FALSE,Cloudy,64,2.349370682
West,Loam,Soybean,287.3737506,18.34191442,FALSE,FALSE,Cloudy,116,1.275686393
West,Loam,Cotton,960.3090545,27.63582789,FALSE,TRUE,Rainy,131,6.434094318
East,Sandy,Barley,157.1495788,38.61218446,FALSE,TRUE,Rainy,129,2.160193789
North,Loam,Rice,609.2707448,30.35302046,TRUE,FALSE,Sunny,88,5.04123462
North,Clay,Rice,918.4196191,20.21500903,TRUE,TRUE,Sunny,103,7.281110519
West,Chalky,Barley,277.544459,38.64169596,TRUE,TRUE,Sunny,143,5.259186101
South,Sandy,Rice,732.8495923,26.7724705,TRUE,FALSE,Rainy,63,5.045047027
East,Sandy,Barley,212.1415913,23.03934558,TRUE,TRUE,Cloudy,147,5.543097789
South,Peaty,Rice,828.9592446,21.05442105,TRUE,TRUE,Cloudy,75,7.896558094
South,Peaty,Cotton,557.8276234,18.20885682,TRUE,TRUE,Cloudy,86,5.702174389
North,Clay,Rice,782.9532724,19.10760184,TRUE,FALSE,Rainy,129,5.381159762
East,Chalky,Barley,395.3384569,33.3067485,TRUE,TRUE,Cloudy,81,4.523360677
South,Peaty,Wheat,467.2536518,27.72355113,TRUE,FALSE,Sunny,127,4.40657282
West,Peaty,Wheat,389.185933,25.90664412,TRUE,TRUE,Rainy,112,6.148194902
West,Peaty,Rice,328.2005555,29.4302052,FALSE,FALSE,Cloudy,122,2.190517433
North,Clay,Barley,725.7739127,39.40258545,FALSE,FALSE,Rainy,108,4.649737915
West,Peaty,Cotton,888.6574507,38.43096772,FALSE,TRUE,Cloudy,70,6.375418138
West,Silt,Cotton,873.3020899,37.05450931,TRUE,FALSE,Rainy,94,7.293415134
South,Silt,Barley,927.2332278,18.38960243,TRUE,FALSE,Cloudy,100,7.033405987
West,Loam,Maize,175.2920432,30.49760859,FALSE,TRUE,Cloudy,83,2.72167518
West,Silt,Maize,210.9623881,30.91585474,TRUE,FALSE,Sunny,74,3.744964988
South,Sandy,Soybean,747.5680718,34.64399328,TRUE,TRUE,Rainy,115,7.031177784
North,Sandy,Maize,225.5464146,31.83255889,TRUE,TRUE,Sunny,90,3.926613237
North,Silt,Soybean,812.8079724,26.06736125,FALSE,TRUE,Sunny,98,5.571801061
East,Sandy,Barley,129.9102788,28.07548109,TRUE,TRUE,Sunny,113,3.534653253
West,Loam,Maize,398.8390628,19.26478457,TRUE,TRUE,Rainy,95,5.157939591
South,Loam,Barley,741.3245773,26.28298827,FALSE,FALSE,Cloudy,128,4.497125678
East,Peaty,Barley,418.3198858,21.94144357,FALSE,TRUE,Cloudy,126,3.42864616
North,Sandy,Soybean,506.2514775,29.16955418,TRUE,TRUE,Cloudy,132,6.324517173
North,Clay,Wheat,386.7093862,19.71469257,TRUE,TRUE,Sunny,67,4.668074032
South,Chalky,Wheat,329.3518452,21.39668552,TRUE,FALSE,Sunny,83,3.300311416
East,Peaty,Wheat,630.7385151,16.38169972,FALSE,FALSE,Rainy,139,2.567308723
East,Peaty,Barley,982.2607183,33.83971267,FALSE,TRUE,Cloudy,135,7.731229827
South,Peaty,Rice,717.2205989,35.53659856,TRUE,TRUE,Rainy,97,6.003124806
South,Clay,Rice,594.2609089,24.01702707,FALSE,TRUE,Rainy,69,3.818710723
East,Clay,Barley,594.0494824,37.91881245,TRUE,FALSE,Cloudy,121,5.41732572
North,Clay,Soybean,196.5753296,25.07404533,TRUE,FALSE,Rainy,139,3.32654454
West,Sandy,Wheat,740.1371454,21.63999766,FALSE,FALSE,Rainy,104,4.273822701
North,Sandy,Soybean,547.4953111,39.99508424,TRUE,TRUE,Sunny,149,5.620571542
South,Peaty,Barley,786.4669391,35.70842708,FALSE,FALSE,Rainy,75,4.789438857
East,Sandy,Maize,292.5152049,37.29228138,FALSE,TRUE,Cloudy,64,3.930591029
East,Chalky,Soybean,737.310314,28.31651152,TRUE,FALSE,Sunny,116,5.514548082
West,Peaty,Barley,391.8136109,23.16635942,FALSE,TRUE,Sunny,128,4.018647405
East,Chalky,Rice,720.7825314,18.93480119,TRUE,FALSE,Sunny,105,5.028847428
West,Clay,Wheat,882.2720661,38.03321342,TRUE,FALSE,Rainy,120,7.101631126
North,Clay,Maize,763.2302567,17.30908459,FALSE,TRUE,Sunny,84,5.260023797
North,Peaty,Barley,898.8719904,24.3371414,FALSE,TRUE,Rainy,85,6.458933567
East,Loam,Soybean,377.1287698,20.12634808,FALSE,FALSE,Rainy,77,2.414144179
East,Sandy,Rice,678.2340463,37.00776341,FALSE,FALSE,Rainy,68,3.04084766
South,Clay,Soybean,193.330226,31.10302702,TRUE,FALSE,Sunny,66,3.142467223
South,Sandy,Cotton,272.9151486,21.62454895,TRUE,FALSE,Rainy,118,3.752992223
East,Peaty,Maize,201.2396472,36.44826251,TRUE,FALSE,Sunny,126,3.53273265
East,Silt,Maize,936.3130128,34.88132914,TRUE,FALSE,Sunny,94,6.535442802
North,Peaty,Wheat,617.374665,31.72844764,FALSE,FALSE,Cloudy,149,3.478558581
East,Loam,Soybean,170.3442862,37.68691739,TRUE,TRUE,Sunny,99,4.824172851
South,Chalky,Barley,918.8758143,34.89935359,FALSE,FALSE,Cloudy,123,5.931326601
North,Silt,Rice,591.1479046,28.0870812,TRUE,TRUE,Sunny,70,6.103911438
West,Silt,Soybean,754.0077672,18.97559204,TRUE,FALSE,Rainy,92,6.60336808
South,Chalky,Wheat,220.7851906,15.13400584,TRUE,TRUE,Cloudy,79,5.23569372
South,Loam,Cotton,266.9875441,22.5233369,TRUE,TRUE,Cloudy,146,5.297691997
North,Loam,Barley,319.288228,31.93244506,TRUE,FALSE,Sunny,87,4.198105272
West,Clay,Maize,104.4587181,30.33744609,TRUE,FALSE,Sunny,118,2.63477695
